path,spratRatio,herringRatio,smeltRatio,sticklebackRatio
../../../data/Pseudo_Mixtures/Image_59.jpg,0.3058,0.5425,0.0001,0.1516
../../../data/Pseudo_Mixtures/Image_60.jpg,0.1955,0.7098,0.0001,0.0946
../../../data/Pseudo_Mixtures/Image_61.jpg,0.2199,0.5693,0.0,0.2108
../../../data/Pseudo_Mixtures/Image_62.jpg,0.2807,0.5726,0.0,0.1466
../../../data/Pseudo_Mixtures/Image_63.jpg,0.3233,0.4692,0.0,0.2075
../../../data/Pseudo_Mixtures/Image_64.jpg,0.2472,0.595,0.0,0.1578
../../../data/Pseudo_Mixtures/Image_65.jpg,0.2733,0.552,0.0,0.1746
../../../data/Pseudo_Mixtures/Image_66.jpg,0.3569,0.4182,0.0011,0.2238
../../../data/Pseudo_Mixtures/Image_67.jpg,0.2604,0.5248,0.0,0.2147
../../../data/Pseudo_Mixtures/Image_68.jpg,0.2476,0.5217,0.0076,0.2232
../../../data/Pseudo_Mixtures/Image_69.jpg,0.3376,0.5198,0.0,0.1425
../../../data/Pseudo_Mixtures/Image_70.jpg,0.2711,0.5649,0.0,0.1639
../../../data/Pseudo_Mixtures/Image_71.jpg,0.3217,0.4882,0.0001,0.19
../../../data/Pseudo_Mixtures/Image_72.jpg,0.2858,0.5856,0.0,0.1286
../../../data/Pseudo_Mixtures/Image_73.jpg,0.3019,0.4886,0.0,0.2095
../../../data/Pseudo_Mixtures/Image_74.jpg,0.2486,0.5819,0.0006,0.1689
../../../data/Pseudo_Mixtures/Image_75.jpg,0.3023,0.5,0.0,0.1977
../../../data/Pseudo_Mixtures/Image_76.jpg,0.3376,0.4527,0.0,0.2097
../../../data/Pseudo_Mixtures/Image_77.jpg,0.2449,0.597,0.0,0.1581
../../../data/Pseudo_Mixtures/Image_78.jpg,0.2446,0.5207,0.0,0.2347
../../../data/Pseudo_Mixtures/Image_79.jpg,0.2858,0.6044,0.0,0.1098
../../../data/Pseudo_Mixtures/Image_80.jpg,0.2606,0.6485,0.0,0.0909
../../../data/Pseudo_Mixtures/Image_81.jpg,0.271,0.6317,0.0,0.0973
../../../data/Pseudo_Mixtures/Image_82.jpg,0.3477,0.5359,0.0006,0.1159
../../../data/Pseudo_Mixtures/Image_83.jpg,0.2748,0.5121,0.0,0.2131
../../../data/Pseudo_Mixtures/Image_84.jpg,0.2047,0.6311,0.0028,0.1614
../../../data/Pseudo_Mixtures/Image_85.jpg,0.3202,0.5599,0.0,0.1199
../../../data/Pseudo_Mixtures/Image_86.jpg,0.2699,0.5632,0.0,0.1669
../../../data/Pseudo_Mixtures/Image_87.jpg,0.2602,0.5661,0.0162,0.1575
../../../data/Pseudo_Mixtures/Image_88.jpg,0.2873,0.4441,0.0001,0.2685
../../../data/Pseudo_Mixtures/Image_89.jpg,0.4105,0.4046,0.0,0.1849
../../../data/Pseudo_Mixtures/Image_90.jpg,0.3029,0.5083,0.0,0.1888
../../../data/Pseudo_Mixtures/Image_91.jpg,0.2932,0.5745,0.0,0.1323
../../../data/Pseudo_Mixtures/Image_92.jpg,0.3084,0.5692,0.0,0.1224
../../../data/Pseudo_Mixtures/Image_93.jpg,0.2995,0.4983,0.0047,0.1975
../../../data/Pseudo_Mixtures/Image_94.jpg,0.2386,0.6206,0.0,0.1408
../../../data/Pseudo_Mixtures/Image_95.jpg,0.2939,0.4727,0.0,0.2334
../../../data/Pseudo_Mixtures/Image_96.jpg,0.3234,0.4544,0.0,0.2221
../../../data/Pseudo_Mixtures/Image_97.jpg,0.2541,0.4693,0.0107,0.266
../../../data/Pseudo_Mixtures/Image_98.jpg,0.2899,0.5663,0.0,0.1438
../../../data/Pseudo_Mixtures/Image_99.jpg,0.2953,0.5015,0.0114,0.1919
../../../data/Pseudo_Mixtures/Image_100.jpg,0.4351,0.4332,0.0,0.1317
../../../data/Pseudo_Mixtures/Image_101.jpg,0.3814,0.4602,0.0001,0.1583
../../../data/Pseudo_Mixtures/Image_102.jpg,0.3128,0.5173,0.0001,0.1698
../../../data/Pseudo_Mixtures/Image_103.jpg,0.406,0.4828,0.0,0.1112
../../../data/Pseudo_Mixtures/Image_104.jpg,0.357,0.4641,0.0,0.1789
../../../data/Pseudo_Mixtures/Image_105.jpg,0.3316,0.5175,0.0,0.1509
../../../data/Pseudo_Mixtures/Image_106.jpg,0.2759,0.582,0.0,0.142
../../../data/Pseudo_Mixtures/Image_107.jpg,0.2185,0.5917,0.0,0.1898
../../../data/Pseudo_Mixtures/Image_108.jpg,0.264,0.5676,0.0001,0.1683
../../../data/Pseudo_Mixtures/Image_109.jpg,0.2773,0.5168,0.0,0.2059
../../../data/Pseudo_Mixtures/Image_110.jpg,0.294,0.5001,0.0008,0.2051
../../../data/Pseudo_Mixtures/Image_111.jpg,0.3062,0.529,0.0,0.1648
../../../data/Pseudo_Mixtures/Image_112.jpg,0.2732,0.5016,0.0,0.2252
../../../data/Pseudo_Mixtures/Image_113.jpg,0.2352,0.5738,0.0002,0.1908
../../../data/Pseudo_Mixtures/Image_114.jpg,0.2856,0.5704,0.0027,0.1412
../../../data/Pseudo_Mixtures/Image_115.jpg,0.3156,0.4888,0.0,0.1955
../../../data/Pseudo_Mixtures/Image_116.jpg,0.2745,0.4735,0.0,0.2519
../../../data/Pseudo_Mixtures/Image_117.jpg,0.3124,0.5224,0.0,0.1652
../../../data/Pseudo_Mixtures/Image_118.jpg,0.2297,0.6303,0.0,0.14
../../../data/Pseudo_Mixtures/Image_119.jpg,0.3277,0.4221,0.0005,0.2498
../../../data/Pseudo_Mixtures/Image_120.jpg,0.2979,0.5231,0.0,0.179
../../../data/Pseudo_Mixtures/Image_121.jpg,0.2931,0.5549,0.0,0.152
../../../data/Pseudo_Mixtures/Image_122.jpg,0.3345,0.5241,0.0011,0.1404
../../../data/Pseudo_Mixtures/Image_123.jpg,0.2453,0.5155,0.0,0.2392
../../../data/Pseudo_Mixtures/Image_124.jpg,0.2631,0.5595,0.0,0.1774
../../../data/Pseudo_Mixtures/Image_125.jpg,0.3496,0.4914,0.0001,0.1589
../../../data/Pseudo_Mixtures/Image_126.jpg,0.2954,0.5463,0.0,0.1584
../../../data/Pseudo_Mixtures/Image_127.jpg,0.2822,0.5397,0.0,0.1781
../../../data/Pseudo_Mixtures/Image_128.jpg,0.309,0.5439,0.0,0.1472
../../../data/Pseudo_Mixtures/Image_129.jpg,0.2817,0.4938,0.0001,0.2244
../../../data/Pseudo_Mixtures/Image_130.jpg,0.2773,0.5598,0.0247,0.1381
../../../data/Pseudo_Mixtures/Image_131.jpg,0.3035,0.5325,0.0,0.164
../../../data/Pseudo_Mixtures/Image_132.jpg,0.3004,0.525,0.0088,0.1658
../../../data/Pseudo_Mixtures/Image_133.jpg,0.2415,0.6031,0.0,0.1554
../../../data/Pseudo_Mixtures/Image_134.jpg,0.2915,0.5147,0.0,0.1939
../../../data/Pseudo_Mixtures/Image_135.jpg,0.2364,0.5783,0.0001,0.1852
../../../data/Pseudo_Mixtures/Image_136.jpg,0.2878,0.58,0.0,0.1322
../../../data/Pseudo_Mixtures/Image_137.jpg,0.3022,0.4808,0.0,0.2169
../../../data/Pseudo_Mixtures/Image_138.jpg,0.2899,0.5188,0.0,0.1913
../../../data/Pseudo_Mixtures/Image_139.jpg,0.3453,0.5082,0.0009,0.1456
../../../data/Pseudo_Mixtures/Image_140.jpg,0.2326,0.5505,0.0,0.2168
../../../data/Pseudo_Mixtures/Image_141.jpg,0.254,0.5448,0.0004,0.2008
../../../data/Pseudo_Mixtures/Image_142.jpg,0.2609,0.5665,0.0,0.1726
../../../data/Pseudo_Mixtures/Image_143.jpg,0.2449,0.542,0.0033,0.2099
../../../data/Pseudo_Mixtures/Image_144.jpg,0.2748,0.5641,0.0007,0.1603
../../../data/Pseudo_Mixtures/Image_145.jpg,0.284,0.583,0.0072,0.1258
../../../data/Pseudo_Mixtures/Image_146.jpg,0.2585,0.4965,0.0,0.245
../../../data/Pseudo_Mixtures/Image_147.jpg,0.2281,0.6118,0.0,0.1601
../../../data/Pseudo_Mixtures/Image_148.jpg,0.2823,0.5662,0.0,0.1516
../../../data/Pseudo_Mixtures/Image_149.jpg,0.3187,0.5349,0.0,0.1464
../../../data/Pseudo_Mixtures/Image_150.jpg,0.2486,0.538,0.0011,0.2123
../../../data/Pseudo_Mixtures/Image_151.jpg,0.2589,0.5261,0.0,0.215
../../../data/Pseudo_Mixtures/Image_152.jpg,0.4384,0.3272,0.0,0.2345
../../../data/Pseudo_Mixtures/Image_153.jpg,0.2451,0.6094,0.0011,0.1443
../../../data/Pseudo_Mixtures/Image_154.jpg,0.2985,0.5519,0.0,0.1496
../../../data/Pseudo_Mixtures/Image_155.jpg,0.2311,0.5926,0.0,0.1763
../../../data/Pseudo_Mixtures/Image_156.jpg,0.3054,0.4841,0.0,0.2105
../../../data/Pseudo_Mixtures/Image_157.jpg,0.2702,0.5518,0.0005,0.1776
../../../data/Pseudo_Mixtures/Image_158.jpg,0.3165,0.5288,0.0,0.1547
../../../data/Pseudo_Mixtures/Image_159.jpg,0.2744,0.5332,0.0,0.1924
../../../data/Pseudo_Mixtures/Image_160.jpg,0.2542,0.5776,0.0,0.1682
../../../data/Pseudo_Mixtures/Image_161.jpg,0.2299,0.5166,0.0,0.2535
../../../data/Pseudo_Mixtures/Image_162.jpg,0.2469,0.5959,0.0,0.1572
../../../data/Pseudo_Mixtures/Image_163.jpg,0.2899,0.5488,0.0,0.1613
../../../data/Pseudo_Mixtures/Image_164.jpg,0.2643,0.5358,0.0007,0.1993
../../../data/Pseudo_Mixtures/Image_165.jpg,0.2962,0.5099,0.0004,0.1936
../../../data/Pseudo_Mixtures/Image_166.jpg,0.2469,0.551,0.0,0.2021
../../../data/Pseudo_Mixtures/Image_167.jpg,0.2148,0.5887,0.0092,0.1874
../../../data/Pseudo_Mixtures/Image_168.jpg,0.2869,0.5327,0.0001,0.1803
../../../data/Pseudo_Mixtures/Image_169.jpg,0.3523,0.4922,0.0,0.1556
../../../data/Pseudo_Mixtures/Image_170.jpg,0.3017,0.5217,0.0,0.1765
../../../data/Pseudo_Mixtures/Image_171.jpg,0.3214,0.555,0.0,0.1236
../../../data/Pseudo_Mixtures/Image_172.jpg,0.388,0.466,0.0,0.1461
../../../data/Pseudo_Mixtures/Image_173.jpg,0.294,0.516,0.0063,0.1836
../../../data/Pseudo_Mixtures/Image_174.jpg,0.2853,0.5467,0.0001,0.1679
../../../data/Pseudo_Mixtures/Image_175.jpg,0.3153,0.464,0.0001,0.2206
../../../data/Pseudo_Mixtures/Image_176.jpg,0.2637,0.5313,0.0,0.205
../../../data/Pseudo_Mixtures/Image_177.jpg,0.2434,0.5918,0.0,0.1648
../../../data/Pseudo_Mixtures/Image_178.jpg,0.313,0.5081,0.0,0.1789
../../../data/Pseudo_Mixtures/Image_179.jpg,0.3322,0.4594,0.0031,0.2053
../../../data/Pseudo_Mixtures/Image_180.jpg,0.3406,0.4927,0.0,0.1667
../../../data/Pseudo_Mixtures/Image_181.jpg,0.1908,0.6084,0.0,0.2007
../../../data/Pseudo_Mixtures/Image_182.jpg,0.2691,0.4007,0.0032,0.327
../../../data/Pseudo_Mixtures/Image_183.jpg,0.2844,0.5257,0.0,0.1898
../../../data/Pseudo_Mixtures/Image_184.jpg,0.3134,0.5538,0.0,0.1328
../../../data/Pseudo_Mixtures/Image_185.jpg,0.3437,0.5095,0.0064,0.1404
../../../data/Pseudo_Mixtures/Image_186.jpg,0.2858,0.4701,0.0111,0.233
../../../data/Pseudo_Mixtures/Image_187.jpg,0.2604,0.5244,0.0007,0.2145
../../../data/Pseudo_Mixtures/Image_188.jpg,0.2609,0.5197,0.0,0.2193
../../../data/Pseudo_Mixtures/Image_189.jpg,0.2428,0.5786,0.0057,0.1729
../../../data/Pseudo_Mixtures/Image_190.jpg,0.3583,0.4612,0.0,0.1805
../../../data/Pseudo_Mixtures/Image_191.jpg,0.2598,0.6359,0.0,0.1042
../../../data/Pseudo_Mixtures/Image_192.jpg,0.345,0.4816,0.0001,0.1734
../../../data/Pseudo_Mixtures/Image_193.jpg,0.3109,0.479,0.0,0.2101
../../../data/Pseudo_Mixtures/Image_194.jpg,0.3514,0.4438,0.0,0.2048
../../../data/Pseudo_Mixtures/Image_195.jpg,0.283,0.557,0.0,0.1599
../../../data/Pseudo_Mixtures/Image_196.jpg,0.2604,0.5804,0.0004,0.1588
../../../data/Pseudo_Mixtures/Image_197.jpg,0.3241,0.517,0.0,0.1589
../../../data/Pseudo_Mixtures/Image_198.jpg,0.2757,0.5484,0.0,0.176
../../../data/Pseudo_Mixtures/Image_199.jpg,0.3605,0.4562,0.0,0.1833
../../../data/Pseudo_Mixtures/Image_200.jpg,0.2564,0.5703,0.0,0.1733
../../../data/Pseudo_Mixtures/Image_201.jpg,0.2623,0.4833,0.0016,0.2528
../../../data/Pseudo_Mixtures/Image_202.jpg,0.3642,0.5024,0.0034,0.13
../../../data/Pseudo_Mixtures/Image_203.jpg,0.339,0.4452,0.006,0.2098
../../../data/Pseudo_Mixtures/Image_204.jpg,0.2578,0.5879,0.0,0.1543
../../../data/Pseudo_Mixtures/Image_205.jpg,0.3326,0.4587,0.0,0.2087
../../../data/Pseudo_Mixtures/Image_206.jpg,0.286,0.5082,0.0,0.2058
../../../data/Pseudo_Mixtures/Image_207.jpg,0.2532,0.5251,0.0,0.2217
../../../data/Pseudo_Mixtures/Image_208.jpg,0.3447,0.47,0.0045,0.1808
../../../data/Pseudo_Mixtures/Image_209.jpg,0.198,0.5895,0.0001,0.2123
../../../data/Pseudo_Mixtures/Image_210.jpg,0.2925,0.5943,0.0,0.1131
../../../data/Pseudo_Mixtures/Image_211.jpg,0.2779,0.5558,0.0,0.1663
../../../data/Pseudo_Mixtures/Image_212.jpg,0.2311,0.587,0.0,0.1819
../../../data/Pseudo_Mixtures/Image_213.jpg,0.1898,0.6477,0.0,0.1626
../../../data/Pseudo_Mixtures/Image_214.jpg,0.381,0.4304,0.0,0.1886
../../../data/Pseudo_Mixtures/Image_215.jpg,0.2688,0.5966,0.0004,0.1341
../../../data/Pseudo_Mixtures/Image_216.jpg,0.4047,0.4286,0.0,0.1667
../../../data/Pseudo_Mixtures/Image_217.jpg,0.2767,0.5039,0.0,0.2194
../../../data/Pseudo_Mixtures/Image_218.jpg,0.2099,0.5911,0.0,0.1989
../../../data/Pseudo_Mixtures/Image_219.jpg,0.3156,0.5422,0.0,0.1421
../../../data/Pseudo_Mixtures/Image_220.jpg,0.2355,0.5013,0.0003,0.2628
../../../data/Pseudo_Mixtures/Image_221.jpg,0.3174,0.5429,0.0,0.1397
../../../data/Pseudo_Mixtures/Image_222.jpg,0.2809,0.4873,0.0,0.2318
../../../data/Pseudo_Mixtures/Image_223.jpg,0.2642,0.5787,0.0,0.1571
../../../data/Pseudo_Mixtures/Image_224.jpg,0.3054,0.5437,0.0023,0.1486
../../../data/Pseudo_Mixtures/Image_225.jpg,0.3367,0.4436,0.0,0.2196
../../../data/Pseudo_Mixtures/Image_226.jpg,0.2847,0.5408,0.0,0.1745
../../../data/Pseudo_Mixtures/Image_227.jpg,0.3412,0.5209,0.0,0.1379
../../../data/Pseudo_Mixtures/Image_228.jpg,0.3523,0.5086,0.0,0.1391
../../../data/Pseudo_Mixtures/Image_229.jpg,0.3235,0.5115,0.0,0.165
../../../data/Pseudo_Mixtures/Image_230.jpg,0.36,0.4115,0.0,0.2284
../../../data/Pseudo_Mixtures/Image_231.jpg,0.1593,0.6284,0.0,0.2123
../../../data/Pseudo_Mixtures/Image_232.jpg,0.3114,0.5248,0.0052,0.1585
../../../data/Pseudo_Mixtures/Image_233.jpg,0.3122,0.4732,0.0,0.2146
../../../data/Pseudo_Mixtures/Image_234.jpg,0.3384,0.4902,0.0,0.1714
../../../data/Pseudo_Mixtures/Image_235.jpg,0.3005,0.4915,0.0,0.208
../../../data/Pseudo_Mixtures/Image_236.jpg,0.2653,0.5385,0.0013,0.1949
../../../data/Pseudo_Mixtures/Image_237.jpg,0.3248,0.4951,0.0,0.18
../../../data/Pseudo_Mixtures/Image_238.jpg,0.3409,0.4961,0.0008,0.1622
../../../data/Pseudo_Mixtures/Image_239.jpg,0.3074,0.5729,0.0001,0.1196
../../../data/Pseudo_Mixtures/Image_240.jpg,0.2616,0.5117,0.0,0.2267
../../../data/Pseudo_Mixtures/Image_241.jpg,0.2669,0.5806,0.002,0.1505
../../../data/Pseudo_Mixtures/Image_242.jpg,0.3324,0.4247,0.0,0.2429
../../../data/Pseudo_Mixtures/Image_243.jpg,0.2992,0.4084,0.0,0.2924
../../../data/Pseudo_Mixtures/Image_244.jpg,0.2366,0.5884,0.0,0.1751
../../../data/Pseudo_Mixtures/Image_245.jpg,0.2944,0.5135,0.0,0.1921
../../../data/Pseudo_Mixtures/Image_246.jpg,0.2604,0.5921,0.0,0.1474
../../../data/Pseudo_Mixtures/Image_247.jpg,0.2714,0.5074,0.0001,0.2211
../../../data/Pseudo_Mixtures/Image_248.jpg,0.3353,0.5024,0.0001,0.1622
../../../data/Pseudo_Mixtures/Image_249.jpg,0.2365,0.595,0.0,0.1685
../../../data/Pseudo_Mixtures/Image_250.jpg,0.2604,0.5649,0.0,0.1747
../../../data/Pseudo_Mixtures/Image_251.jpg,0.2704,0.5925,0.0,0.137
../../../data/Pseudo_Mixtures/Image_252.jpg,0.1908,0.6046,0.0001,0.2044
../../../data/Pseudo_Mixtures/Image_253.jpg,0.3074,0.5395,0.0,0.1532
../../../data/Pseudo_Mixtures/Image_254.jpg,0.2919,0.5305,0.0,0.1776
../../../data/Pseudo_Mixtures/Image_255.jpg,0.2159,0.554,0.0,0.2301
../../../data/Pseudo_Mixtures/Image_256.jpg,0.341,0.4991,0.0,0.16
../../../data/Pseudo_Mixtures/Image_257.jpg,0.3004,0.5439,0.0,0.1557
../../../data/Pseudo_Mixtures/Image_258.jpg,0.3147,0.4895,0.0006,0.1953
../../../data/Pseudo_Mixtures/Image_259.jpg,0.3221,0.5273,0.0,0.1506
../../../data/Pseudo_Mixtures/Image_260.jpg,0.2999,0.5319,0.0,0.1681
../../../data/Pseudo_Mixtures/Image_261.jpg,0.2938,0.5343,0.0001,0.1718
../../../data/Pseudo_Mixtures/Image_262.jpg,0.2292,0.5303,0.0004,0.24
../../../data/Pseudo_Mixtures/Image_263.jpg,0.2419,0.5804,0.0063,0.1714
../../../data/Pseudo_Mixtures/Image_264.jpg,0.3346,0.4291,0.0,0.2364
../../../data/Pseudo_Mixtures/Image_265.jpg,0.3706,0.5167,0.0,0.1128
../../../data/Pseudo_Mixtures/Image_266.jpg,0.273,0.5065,0.0,0.2205
../../../data/Pseudo_Mixtures/Image_267.jpg,0.3127,0.4789,0.0,0.2084
../../../data/Pseudo_Mixtures/Image_268.jpg,0.2808,0.5689,0.0,0.1502
../../../data/Pseudo_Mixtures/Image_269.jpg,0.3097,0.5663,0.0069,0.1171
../../../data/Pseudo_Mixtures/Image_270.jpg,0.3956,0.4448,0.0,0.1595
../../../data/Pseudo_Mixtures/Image_271.jpg,0.3526,0.4445,0.0,0.2029
../../../data/Pseudo_Mixtures/Image_272.jpg,0.3769,0.4756,0.0,0.1475
../../../data/Pseudo_Mixtures/Image_273.jpg,0.322,0.4718,0.0,0.2062
../../../data/Pseudo_Mixtures/Image_274.jpg,0.261,0.566,0.0,0.1731
../../../data/Pseudo_Mixtures/Image_275.jpg,0.2639,0.5237,0.0,0.2124
../../../data/Pseudo_Mixtures/Image_276.jpg,0.2828,0.4992,0.0,0.218
../../../data/Pseudo_Mixtures/Image_277.jpg,0.2859,0.5087,0.0002,0.2052
../../../data/Pseudo_Mixtures/Image_278.jpg,0.2496,0.5541,0.0,0.1963
../../../data/Pseudo_Mixtures/Image_279.jpg,0.1951,0.5341,0.0,0.2708
../../../data/Pseudo_Mixtures/Image_280.jpg,0.3725,0.5269,0.0083,0.0923
../../../data/Pseudo_Mixtures/Image_281.jpg,0.2867,0.5192,0.0,0.1941
../../../data/Pseudo_Mixtures/Image_282.jpg,0.3044,0.5321,0.0,0.1635
../../../data/Pseudo_Mixtures/Image_283.jpg,0.2977,0.4884,0.0002,0.2137
../../../data/Pseudo_Mixtures/Image_284.jpg,0.2253,0.6082,0.0,0.1665
../../../data/Pseudo_Mixtures/Image_285.jpg,0.3709,0.4674,0.0,0.1617
../../../data/Pseudo_Mixtures/Image_286.jpg,0.3309,0.4966,0.0001,0.1724
../../../data/Pseudo_Mixtures/Image_287.jpg,0.2901,0.5347,0.0,0.1752
../../../data/Pseudo_Mixtures/Image_288.jpg,0.3536,0.5167,0.0009,0.1288
../../../data/Pseudo_Mixtures/Image_289.jpg,0.3103,0.531,0.0003,0.1585
../../../data/Pseudo_Mixtures/Image_290.jpg,0.2494,0.4559,0.0354,0.2593
../../../data/Pseudo_Mixtures/Image_291.jpg,0.2749,0.5659,0.0,0.1591
../../../data/Pseudo_Mixtures/Image_292.jpg,0.2961,0.457,0.0,0.2468
../../../data/Pseudo_Mixtures/Image_293.jpg,0.2677,0.5685,0.0,0.1638
../../../data/Pseudo_Mixtures/Image_294.jpg,0.245,0.617,0.0,0.1379
../../../data/Pseudo_Mixtures/Image_295.jpg,0.3351,0.4917,0.0003,0.1728
../../../data/Pseudo_Mixtures/Image_296.jpg,0.2595,0.483,0.0003,0.2572
../../../data/Pseudo_Mixtures/Image_297.jpg,0.28,0.5531,0.0005,0.1664
../../../data/Pseudo_Mixtures/Image_298.jpg,0.267,0.5631,0.0,0.1699
../../../data/Pseudo_Mixtures/Image_299.jpg,0.3982,0.4508,0.0,0.1511
../../../data/Pseudo_Mixtures/Image_300.jpg,0.3419,0.4753,0.0,0.1828
../../../data/Pseudo_Mixtures/Image_301.jpg,0.3336,0.5364,0.0027,0.1274
../../../data/Pseudo_Mixtures/Image_302.jpg,0.2294,0.589,0.0,0.1815
../../../data/Pseudo_Mixtures/Image_303.jpg,0.2714,0.5115,0.0,0.2172
../../../data/Pseudo_Mixtures/Image_304.jpg,0.2424,0.5484,0.0,0.2092
../../../data/Pseudo_Mixtures/Image_305.jpg,0.3137,0.5196,0.0,0.1667
../../../data/Pseudo_Mixtures/Image_306.jpg,0.2624,0.555,0.0,0.1826
../../../data/Pseudo_Mixtures/Image_307.jpg,0.345,0.4618,0.0,0.1933
../../../data/Pseudo_Mixtures/Image_308.jpg,0.3018,0.559,0.0022,0.137
../../../data/Pseudo_Mixtures/Image_309.jpg,0.3801,0.4154,0.0,0.2045
../../../data/Pseudo_Mixtures/Image_310.jpg,0.2592,0.5482,0.0,0.1925
../../../data/Pseudo_Mixtures/Image_311.jpg,0.3247,0.4698,0.0,0.2055
../../../data/Pseudo_Mixtures/Image_312.jpg,0.2978,0.5399,0.0,0.1624
../../../data/Pseudo_Mixtures/Image_313.jpg,0.4106,0.4327,0.0,0.1566
../../../data/Pseudo_Mixtures/Image_314.jpg,0.2798,0.5571,0.0,0.1631
../../../data/Pseudo_Mixtures/Image_315.jpg,0.2432,0.5482,0.0062,0.2023
../../../data/Pseudo_Mixtures/Image_316.jpg,0.2922,0.4984,0.0,0.2094
../../../data/Pseudo_Mixtures/Image_317.jpg,0.3198,0.4847,0.0023,0.1932
../../../data/Pseudo_Mixtures/Image_318.jpg,0.2438,0.5377,0.0032,0.2152
../../../data/Pseudo_Mixtures/Image_319.jpg,0.3034,0.4603,0.0,0.2363
../../../data/Pseudo_Mixtures/Image_320.jpg,0.3678,0.4601,0.0,0.1722
../../../data/Pseudo_Mixtures/Image_321.jpg,0.2663,0.5518,0.0009,0.181
../../../data/Pseudo_Mixtures/Image_322.jpg,0.4219,0.4469,0.0,0.1313
../../../data/Pseudo_Mixtures/Image_323.jpg,0.2726,0.5462,0.0,0.1811
../../../data/Pseudo_Mixtures/Image_324.jpg,0.2377,0.5375,0.0,0.2249
../../../data/Pseudo_Mixtures/Image_325.jpg,0.2611,0.5927,0.0,0.1462
